gid,id_no,name,name_other,components,part_of,rec_type,rec_note,country,state_prov,latitude,longitude,loc_note,dep_type,dep_note,dep_form,commods,hree_note,lree_note,ree_ratio,ree,status,stat_note,ree_mins,sig_mins,oth_mins,age_mzn,age_ma,host_age,hage_ma,host_lith,host_unit,assoc_rock,alteration,company,comments,ref_list,discov_yr,expl_note,mine_meth,p_status,pstat_note,p_years,p_refs,p_note,rr_ore_mt,rr_treo_mt,rr_treogrd,rr_ree_grd,rr_cutoff,rr_hm_mt,rr_hm_pct,rr_min_mt,rr_min_pct,rr_mon_mt,rr_mon_pct,rr_oth_grd,rr_yr_est,rr_refs,rr_regcode,rr_note,region,geom
1142,1059.00000000,Charcoal 6,,,,site(?),,Canada,Saskatchewan,58.9143000000,-102.164200000,,other igneous deposit,granite-hosted REE,,"REE, Mo, Th, U",,,LREE>HREE,,Occurrence,,,,feldspar,,,,,granite,,,,,"Grab samples have contained as much as 33,000 ppm TREE.",Saskatchewan Geological Survey (2014),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E61000003080B740828A59C0D85D4BC807754D40
1143,1398.00000000,Cheri,,includes Cheri No. 1,Bokan Mountain,site,,United States,Alaska,54.8924000000,-132.103500000,In Bokan Mountain area.,alkaline igneous,peralkaline granite,"dikes, veins, veinlets","REE, U, Th, Nb, Be, Zr",,,,,Occurrence,,allanite,"hematite, magnetite, pyrite, fluorite","albite, quartz, chlorite, epidote, calcite",,,Jurassic,151–191 Ma,quartzite,Bokan Mountain complex,Ordovician quartz diorite and diorite,"albitization, chloritization",,Dikes are fine-grained and siliceous.,Grybeck (2008),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E610000058643BDF4F8360C0B079C7293A724B40
1144,1060.00000000,Chuchinka,,,Wicheeda,intrusion or complex(?),,Canada,British Columbia,54.5676000000,-122.164800000,Adjacent to Wicheeda property.,carbonatite,,,REE(?),,,,,Showing,,,,,,,,,,,,,International Montoro Resources Inc.,,Electric Metals (2011b); International Montoro Resources Inc. (2015),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E61000005C984C158C8A5EC0D89AE61DA7484B40
1145,1399.00000000,Chupadora Mountains,,,,district or area,,United States,New Mexico,33.8528500000,-106.957810000,,carbonatite,,dikes,"U, Th, REE",,,,,Occurrence,,,,,,,Ordovician,449 ± 16 Ma,carbonatite,,Precambrian metamorphic rocks,,,More than a dozen carbonatite dikes occur in this area.,Long and others (2010),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000047250C24CBD5AC0683255302AED4040
1146,1061.00000000,Cinder Lake,,Wickstrom Island,,district or area,,Canada,Manitoba,54.9383000000,-94.8222000000,,alkaline igneous,,,REE,,,,,Showing,,"monazite, allanite",apatite,,,,,,"syenite, syenitic pegmatite",,,,QMC Quantum Minerals Corp.,There may be an associated carbonatite in this area; chip sampling suggests zoning of LREE relative to HREE on this property.,Manitoba Mineral Resources (2015); Quantum Minerals Corp. (2012),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E610000058B1BFEC9EB457C020EBE2361A784B40
1147,1400.00000000,Circle,,,,district or area,,United States,Alaska,65.5000000000,-144.750000000,,alluvial placer,,,"Au, Sn, W, REE",,,,,Showing,,,native gold,,,,,,"alluvial, colluvial sediments",,,,,,Nokleberg and others (1996),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000FFFFFFFFFF1762C00400000000605040
1148,1327.00000000,Clarendon,,,,district or area,,Jamaica,Clarendon,17.8888000000,-77.2526000000,,bauxite tailings,,,"Fe, Al, REE",,,,,Occurrence(?),,,,,,,,,,,,,Alcoa,,U.S. Geological Survey (2012); Wagh and Pinnock (1987),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E61000000CBE30992A5053C060AF946588E33140
1149,1062.00000000,Clay-Howells,,,,intrusion or complex,,Canada,Ontario,49.7695000000,-82.0218000000,In Clay-Howells complex.,carbonatite(?),,,"Fe, REE, Nb",,,,,Occurrence,,,,,Mesoproterozoic,,,1072 ± 16 Ma,granitic dikes and small stocks(?),,,,Rare Earth Metals Inc.,,Clark (2009); Clarke (2012),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E610000060C3D32B658154C0D822DBF97EE24840
1151,1064.00000000,Cloridorme,,,,district or area,,Canada,Québec,49.1040000000,-77.1370000000,,sedimentary,,,"Al, REE",,,,grab samples of red mudstone contain >400 ppm TREO,Showing,,,,,,,,,"aluminous argillite, red mudstone",,,,Murchison Minerals Ltd.,,Bergeron and others (2015); Manicouagan Minerals Inc. (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E610000050E3A59BC44853C060643BDF4F8D4840
1152,1065.00000000,Coldwell,,"includes Marathon Niobium, Marathon, REE, Mink Creek, Port Munroe, Yres Point, Garden Cove, Dead Horse Creek, and Peninsula Hill occurrences",,intrusion or complex,,Canada,Ontario,48.7956000000,-86.4586000000,,alkaline igneous,,,"NEPH, Nb, Zr, REE, V, Cu, Ni",,,,,Occurrence,,"bastnäsite, synchysite, pyrochlore, columbite","thorite, zircon, fluorite, magnetite, apatite, titanite, nepheline, ilmenite","quartz, aegirine, natrolite, carbonate, biotite, sodalite, zeolite",,,,,"pegmatites in amphibole syenite, nepheline syenite, gabbro, basic volcanics",,,,Rare Earth Metals Inc.,Alkaline complex has area of 580 km2.,Elliott (2012e); Ontario Geological Survey (2014); Platt (1996a); Walker and others (1993); Woolley (1987),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000847CD0B3599D55C050598638D6654840
1153,1402.00000000,Conda,,,,site,,United States,Idaho,42.7330000000,-111.533000000,,phosphorite,,,"P, REE",,,,,Deposit(?),,monazite,"carbonate-rich apatite (collophane), vanadinite, uraninite, pyrite",clay,Permian,,,,mudstone,,,,,Approximately 0.1% REE in P ore. Phosphate mining ceased in 1984.,Jackson and Christiansen (1993),1906,,,Past byproduct producer(?),,1922–1982,Jackson and Christiansen (1993),17.583 Mt phosphate ore were produced; it is unclear if monazite was ever extracted.,,,,,,,,,,,,,,,,,North America,0101000020E6100000243108AC1CE25BC0F0FBA9F1D25D4540
1154,1066.00000000,Copeland,Mt. Copeland,"includes Breccia, West Basin, East Glacier and Glacier Zone East Extension Zones",,intrusion or complex,,Canada,British Columbia,51.1306000000,-118.465000000,,other igneous deposit,"syenite-hosted, pegmatite",,"Mo, REE, Nb, Ti, Zr",,,,,Occurrence,,"monazite, columbite, tantalite, allanite(?)","molybdenite, ilmenite, magnetite, columbite, fluorite, tantalite, apatite, titanite, pyrite, pyrrhotite, scheelite, chalcopyrite, zircon","biotite, calcite, chlorite, potassic feldspar, kaolinite, ankerite, riebeckite",,,Proterozoic,,"syenite, nepheline syenite gneiss, metamorphic rock(marble, calc-silicate rock)",Mt. Copeland nepheline syenite,,,Saint Jean Carbon Inc.,,Kikauka (2010),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000F4285C8FC29D5DC0D06D3480B7904940
1155,1068.00000000,Crescent,Lucky Boy,,,site,,Canada,British Columbia,49.4597000000,-117.592800000,,other igneous deposit,"Five-element veins Ni-Co-As-Ag+/-(Bi, U)",,"Nb, Ta, U, Th, Ti, REE",Y,,,,Showing,,,,,,,,,,,,,,,British Columbia Geological Survey (2014),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E61000006444696FF0655DC058FC1873D7BA4840
1156,1069.00000000,Crevier,,,,site,,Canada,Québec,49.4679000000,-72.7765000000,,carbonatite,"carbonatite-related, skarn, pegmatite",sheets,"Nb, Ta, REE",,,,1.82% REE reported in grab sample from skarn,Occurrence,,monazite,"pyrochlore, zircon, apatite, pyrrhotite, ilmenite",,,,Neoproterozoic,"957.5 ± 2.9 Ma (U-Pb, zircon)","carbonatite, nepheline syenite, syenite",,"fenite, syenite",,,Highest REE concentrations are at the edge of the intrusion.,Bérubé (2011); Simandl (2015); Solgadi and others (2015); Woolley and Kjarsgaard (2008),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E610000000560E2DB23152C038E6AE25E4BB4840
1157,1070.00000000,Cross Hills,Fortune Bay,"Cross Hill #4, Cross Hill #5",,site,,Canada,Newfoundland and Labrador,47.7415000000,-54.7386000000,In Newfoundland.,alkaline igneous,,dikes,"Zr, REE, Cu, Nb, Th, Sn",,up to 1500 ppm Ce in grab samples,,,Showing,,fergusonite,"zircon, baddelyite",,,,Neoproterozoic: Ediacaran,,alkaline granite,Cross Hills plutonic suite,,,Cache Exploration Inc. OR RockBridge Resources,,Cache Exploration Inc. (2014); Canadian Business Journal (2014); Kerr and Rafuse (2011); Newfoundland and Labrador Geological Survey (2015),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000A869DE718A5E4BC0F8FDD478E9DE4740
1158,1071.00000000,Cumberland,,,,district or area,,Canada,New Brunswick,46.0274000000,-65.8282000000,,alkaline igneous,peralkaline felsic volcanic rock-related,,REE,,,,up to 1443 ppm REE over 21.9 m and 2267 ppm over 1.0 m,Showing,,,,,,,,,peralkaline felsic volcanic rock,,,,Geodex Minerals Ltd.,Volcanic rock has distinctive breccia texture and is highly altered in places.,Geodex Minerals Ltd. (2011); New Brunswick Energy and Mines (2013),,3 reconnaissance drill holes totaling 345 m.,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E610000004A3923A017550C090F4DBD781034740
1159,1404.00000000,Cumberland Island,,,,district or area,,United States,Georgia,30.9000000000,-81.4500000000,Part of the deposit lies in a National Park.,shoreline placer,,,"Ti, Zr, REE",,,,,Deposit,,monazite,"ilmenite, minor rutile, (leucoxene), zircon",quartz,Pleistocene,,,,sand,,,,,Barrier island. In National Park so development unlikely.,Jackson and Christiansen (1993); Mertie (1975); Towner (1992); Towner and others (1988),1940's,,,No production,,,,,241 exploitable,,,,,,,,,0.043 exploitable,0.0178,,1982,Jackson and Christiansen (1993),Not compliant,,North America,0101000020E6100000CCCCCCCCCC5C54C07066666666E63E40
1160,1072.00000000,Cup Lake,,,,site(?),,Canada,Saskatchewan,56.1670000000,-106.768000000,,other igneous deposit,porphyry pegmatite dikes and irregular masses,,"U, REE, Nb, Ta",,,,8.78 TREO found in one grab sample,Showing,,"monazite, allanite",uraninite,,,,,,gneiss,,,,Rare Earth Minerals Plc,,Proactive Investors (2011); Rare Earth Minerals PLC (2011),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000FCD478E926B15AC05037894160154C40
1161,1073.00000000,Dead Horse Creek,,,Coldwell Complex,district or area,exploration area,Canada,Ontario,48.8397000000,-86.6741000000,,alkaline igneous,,,"U, Th, REE",,,,,Occurrence,,"monazite-(Ce), xenotime",thorite,"calcite, ankerite, dolomite, quartz, feldspar",Mesoproterozoic,,Mesoproterozoic,1085 ± 15 Ma (maximum),oxidized diatreme breccia,,"diorite, metabasalt, monzo-diorite, metaargillite, metasiltstone",hydrothermal,Canadian International Minerals Inc. (2009),,Arseneau (2009),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000F08E537424AB55C0C839234A7B6B4840
1162,1405.00000000,Deep Creek,,,,intrusion or complex(?),,United States,Oregon,42.0500000000,-119.950000000,Southeast of Crane Mountain.,carbonatite,,,"Nb, P, F, Sr, REE",,,,,Occurrence,,,,"quartz, amphibole, aenigmatite",,,,,pantellerite,,,,,,Walker (1961); Woolley (1987),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000CCCCCCCCCCFC5DC07066666666064540
1163,1074.00000000,Delbreuil,,,,site,,Canada,Québec,47.7313000000,-78.6107000000,,other igneous deposit,"pegmatite dikes, pegmatitic granite",,"U, REE, Nb, Zr",,,,up to 5.7% TREO in grab sample,Showing,,,,,,,,,granitic rock,,,,Fieldex Exploration Inc.,Granitic host rock intrudes country rock of higher metamorphic grade.,Fieldex Exploration (2010),,Grab sampling.,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000B0EA73B515A753C050C8073D9BDD4740
1164,1075.00000000,Denison,,,Elliot Lake,site,historic U-REE mine,Canada,Ontario,46.4996000000,-82.5945000000,,paleoplacer; uranium deposit,quartz pebble conglomerate,,"U, REE",Y,,,,Deposit,,"uraninite, U-bearing monazite, brannerite, allanite, xenotime","uraninite, brannerite, uranothorite, coffinite, U-bearing thorite, zircon, pyrite, rutile","quartz, muscovite (sericite)",,,,,quartz pebble conglomerate,Matinenda Formation,,,Denison Mines Ltd.,,Anstett (1986); Cochrane and Hwozdyk (2007); Harben and Bates (1990); Jackson and Christiansen (1993); Mariano (1989); Möller (1989a); Ontario Geological Survey (2014); Roskill Information Services (1988),,,,Past byproduct producer,Past U producer with byproduct REO (Y dominated).,1974–1976,Jackson and Christiansen (1993),Y2O3 and possibly other REOs were produced sporadically as a byproduct of uranium mining. It is reported that 0.101 Mt TREO were produced from 1974–1976.,105.681 exploitable,0.0108 exploitable,0.01,,,,,,,,,,1989,Jackson and Christiansen (1993),Not compliant,,North America,0101000020E6100000345EBA490CA654C0788A8EE4F23F4740
1376,1257.00000000,Reine,,"Reine,, Gauthier, Zircon-Reine",,site(?),,Canada,Québec,50.1920000000,-66.7170000000,,unclassified,,,"REE, Ta, Th",,,,,Showing,,,,,,,,,,,,,Critical Elements Corporation,,Critical Elements Corporation (2011a),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000D8CEF753E3AD50C0886ABC7493184940
1165,1407.00000000,Diamond Creek,,,,district or area,,United States,Idaho,45.2331000000,-113.983200000,,other igneous deposit,quartz-Fe-REE-Th veins,veins,"Fe, REE, Th",,,,,Deposit,,"monazite, xenotime","fluorite, hematite, thorite","feldspar, quartz",,,Precambrian,,quartzite,,,,US Rare Earths (2012),,Jackson and Christiansen (1993); Syrett (2012f); Syrett (2012h); Watts (2012b),,,,No production,,,,,1) 0.235 exploitable,1) 0.0029,1) 1.23,,,,,,,1) 0.0046 exploitable,1) 1.96,,1) 1978,1) Jackson and Christiansen (1993); 2) Syrett (2012f),Not compliant,,North America,0101000020E6100000545BB1BFEC7E5CC050598638D69D4640
1166,1076.00000000,Diana,,,,district or area,,Canada,Québec,58.3290000000,-68.8300000000,,unclassified,,,"Ni, Cu, Co, PGE, REE","129 ppm Y, 11 ppm Eu reported in lake sediments","260 ppm La, 612 ppm Ce, 68 ppm Sm reported in lake sediments",,"this large area has lake bottom sediments with as much as 1,218 ppm REE",Showing,,,,,,,,,,,,,Azimut Exploration Inc.,"REE (and Cu, Co) anomalies in lake bottom sediments.",Azimut Exploration Inc. (2011); Dickson (2010),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E610000084EB51B81E3551C0303108AC1C2A4D40
1167,1077.00000000,Dissimieux Lake,,,,district or area,P deposit,Canada,Québec,49.9285000000,-69.8220000000,,unclassified,,,"P, Ti, REE",,REE in apatite is 72% LREE,,,Showing,,apatite,"apatite, ilmenite, magnetite",,,,,,gabbro(?),,,,Jourdan Resources,,Bergeron and others (2015); Jourdan Resources Inc. (2010b),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000F453E3A59B7451C0082B8716D9F64840
1168,1410.00000000,Dora Bay,,,,district or area,,United States,Alaska,55.1752000000,-132.212200000,Estimated location on southern Prince of Wales Island.,alkaline igneous,peralkaline intrusions,pegmatite dikes,"REE, Nb",,,,,Deposit,,"thalenite, bastnäsite, monazite, eudialyte","euxenite-(Y), zircon","quartz, rhodochrosite, plagioclase, aegirine, riebeckite, calcite, chlorite",,,,,"peralkaline granite, syenite, diorite",Dora Bay peralkaline complex,,,,System of REE-Nb dikes can be traced intermittently from near the head of Dora Bay southward along the western margin of south Dora Lake.,Barker and Mardock (1990); Warner and Barker (1989),,,,No production,,,,,1.7-8.5 estimated,,0.5,,,,,,,,,,,Barker and Mardock (1990),Not compliant,Resource is not economic. Warner and Barker (1989),North America,0101000020E6100000C286A757CA8660C038211FF46C964B40
1169,1079.00000000,Douglas River,"Beatty River, Marline",,,site(?),,Canada,Saskatchewan,58.1831000000,-109.381800000,Estimated location.,uranium deposit,"unconformity-type uranium deposit, sedimentary, hydrothermal",stratabound,REE,"Samples contained up to 4.9% Y, 9100 ppm Dy, 2990 Er, 1440 Yb, and 2150 Tb",,,,Occurrence,,xenotime,,,,,,,hematitic sandstone,Otherside River Formation,,,Great Western Minerals Group Ltd,"No ""significant"" REE mineralization was found during drilling by Great Western Minerals; the stratabound xenotime mineralization is constrained/bounded by prominent fractures.",Great Western Minerals Group Ltd. (2010); Saskatchewan Ministry of Energy and Resources (2011),,Drilling.,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000346744696F585BC0F0F21FD26F174D40
1170,1411.00000000,Eagle Creek,,,,site,,United States,Alaska,64.7000000000,-162.767000000,,uranium deposit,,,"U, REE, Th",,,,,Occurrence,,vesuvianite,,,,,,,"pulaskite dikes in Cretaceous granitic pluton, marble, and schist",,,,,"U, Th, and REE minerals along margins of alkaline dikes; as much as 2% REE in grab samples.",Nokleberg and others (1996),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000058195438B5864C0D0CCCCCCCC2C5040
1171,1080.00000000,East Creek,,,,district or area,,Canada,British Columbia,50.7083000000,-116.840000000,,alluvial placer,surficial placers,,"U, Nb, Th, REE",,,,,Showing,,,,,,,,,,,,,,,British Columbia Geological Survey (2014),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000F4285C8FC2355DC0E8E00B93A95A4940
1172,1081.00000000,Eastmain,,"includes Helico, Hydro, JR, Lac Pivert, Lake Rose, Pivert, Pivert East, Pivert South, Rose",,district or area,,Canada,Québec,52.0225000000,-76.1720000000,,other igneous deposit,LCT-type pegmatite,,"Li, Ta, Nb, REE, Be, Ga",,,,,Occurrence,,,"spodumene, tantalite, polylithionite-trilithionite",,,,,,,,,,Critical Elements Corporation,,Richard and Pelletier (2011),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E61000005CBA490C020B53C08014AE47E1024A40
1173,1082.00000000,Echo Ridge,,,Elliot Lake,site,,Canada,Ontario,46.3886000000,-82.5318000000,,paleoplacer,"quartz pebble conglomerate, paleoplacer",stratabound,"U, REE",0.016% of indicated resource; 0.012% of inferred resource,0.149% of indicated resource; 0.120% of inferred resource,,,Deposit,,"monazite, uraninite (pitchblende), coffinite, brannerite","uraninite (pitchblende), coffinite, brannerite, zircon",,,,,,quartz pebble conglomerate,,,,Pele Mountain Resources Inc.,"Deposit is stratabound; located at Elliott Lake, a former REO-producing mining camp; 90 percent of the REE is carried by the monazite.",Ciuculescu (2011); Clarke (2012); Cox and others (2011); Syrett (2012e); Watts (2012b),,,,Past producer,Elliott Lake is former REO-producing mining camp.,,,Production planned to start in 2015.,14.312 indicated; 33.121 inferred,,0.164 indicated; 0.132 inferred,,,,,,,,,U3O8: 0.048% indicated; 0.043% inferred,,Cox and others (2011),NI 43-101 compliant,,North America,0101000020E6100000D000DE0209A254C0E89C11A5BD314740
1174,1083.00000000,Eden Lake,,,,intrusion or complex,,Canada,Manitoba,56.6609000000,-100.151700000,,carbonatite; alkaline igneous,,"veins, pegmatite","REE, U, Th",,,,,Occurrence,,"allanite, britholite","titanite, apatite, fluorite, thorite, zircon, weloganite","aegirine-augite, potassic feldspar, quartz, pyroxene",Paleoproterozoic(?),,Paleoproterozoic(?),,"sövite, fenite, syenite, monzonite, pegmatite",,,"hydrothermal, alkali metasomatism","Rare Element Resources Ltd., Medallion Resources Ltd.",A 32-kg sample contained 8% britholite. Property has four major styles of rare earth mineralization in a combination of alkaline intrusive complex with carbonatite.,Arden and Halden (1999); Chakhmouradian and others (2008a); Hedrick (1999); Industrial Minerals (2010); Medallion Resources Ltd. (2011); Rare Element Resources Ltd. (2010),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E610000064B3EA73B50959C098F6065F98544C40
1175,1412.00000000,El Dorado Creek area,,,,district or area,,United States,Alaska,65.9330000000,-166.200000000,,alluvial placer,,,"Sn, W, Zr, REE",,,,,Occurrence,,"monazite, xenotime","cassiterite, scheelite, U-zircon, fluorite, magnetite",,,,,,stream sediments,,,,,Panned concentrate contained 0.029% Eu and 0.02% U.,Killeen and Ordway (1955),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E61000006566666666C664C0C4CAA145B67B5040
1176,1340.00000000,El Indio,,,,site(?),,Mexico,Oaxaca,30.7613000000,-106.201000000,Estimated location.,carbonatite,"carbonatite breccia pipe, sill","plug, dike","REE, PGE",,,,,Occurrence,,,fluorite,"calcite, hematite",,,,,carbonatite,,Tertiary tuff,,,,Clark and Fitch (2013); Nandigam (2000); Servicio Geológico Mexicano (2014a); Servicio Geológico Mexicano (2014b); Servicio Geológico Mexicano (2015),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000BC9F1A2FDD8C5AC0F0718A8EE4C23E40
1177,1342.00000000,El Muerto,,,,site,,Mexico,Oaxaca,17.2633000000,-96.9522000000,Estimated location.,other igneous deposit,"anorogenic granitic pegmatite, NYF pegmatite",,"U, Th",,,,,Occurrence,,"allanite-(Ce), monazite-(Ce), perrierite-(Ce), fergusonite-(Y), aeschynite-(Y), polycrase-(Y), cheralite-(Ce), xenotime-(Y), kobeite-(Y), [yttropyrochlore]-(Y), Y-rich pyrochlore","thorite, ilmenite, hydroxlapatite, uranopolycrase, thorianite, niobian rutile, thorutite, titanite, thorogummite","plagioclase, quartz, microcline, epidote, phlogopite",,,,,,,,,,Pegmatite is coeval with intrusive carbonate in the area.,Camprubi (2009); Prol-Lesdesma and others (2012),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E610000010D044D8F03C58C08009F9A067433140
1178,1413.00000000,El Porvenir District,,,,district or area,,United States,New Mexico,35.7423700000,-105.423770000,,other igneous deposit,pegmatites,,"REE, Th",,,,,Occurrence,,monazite,,,Precambrian,,,,granite,,,,,,Long and others (2010); McLemore and others (1988),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000A8C1340C1F5B5AC010C4EBFA05DF4140
1179,1084.00000000,Electricity,,,,site(?),,Canada,Yukon Territory,60.6228000000,-130.407800000,,other igneous deposit,skarn,,"U, REE, Nb, Ta, Th",,,,,Showing,,,,"garnet, pyroxene, biotite",,,,,quartz monzonite,,,,,,Yukon Geological Survey (2015),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000E0E995B20C4D60C078F90FE9B74F4E40
1180,1414.00000000,Elk Creek,,,,intrusion or complex,,United States,Nebraska,40.2678000000,-96.1769000000,Near Usakos.,carbonatite,,,"Nb, REE",,LREE are dominant,,,Occurrence,,,"pyrochlore, hematite, barite, pyrite, chalcopyrite, galena, sphalerite, apatite, fluorite","dolomite, ankerite, phlogopite, muscovite (sericite), quartz, feldspar",Cambrian–Middle Ordovician,,Cambrian–Middle Ordovician,460-540 Ma,dolomite carbonatite,,syenite,,NioCorp Developments Ltd.,REE 0.35-1.86% in carbonatite 200 m below Quaternary and Pennsylvanian sediments.,Chakhmouradian and others (2015); Courchane (2011); Daigle (2012a); Woolley (1987),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E610000064AA6054520B58C040EF384547224440
1181,1085.00000000,Elliot Lake,Blind River,"includes Teasdale, Banana, Denison, Quirke, Panel, Stanleigh, Eco Ridge Mine; Elliot Lake Uranium, Pardee, Milaqua",Elliot Lake,district or area,historic U & REE mining,Canada,Ontario,46.3898000000,-82.5347000000,Location is approximate center of Elliot Lake area.,paleoplacer; uranium deposit,quartz pebble conglomerate,,"U, REE",Y,,,,Deposit,,"uraninite (pitchblende), coffinite, brannerite, U-bearing thorite, zircon, pyrite, rutile","uraninite (pitchblende), coffinite, brannerite, zircon","quartz, muscovite (sericite)",Lower Proterozoic,,,,quartz-pebble conglomerate,Matinenda Formation: Ryan Member,"diabase dikes, quartzite",,,90 percent of the REE is carried by the monazite.,Cochrane and others (2007); Ontario Geological Survey (2014); Harben and Bates (1990); Jackson and Christiansen (1993); Mariano (1989); Möller (1989a); Roskill Information Services (1988); Watts (2012b); Workman and others (2013),1953,,,Past byproduct producer,Past U producer with byproduct REO (Y dominated).,1974–1976,Jackson and Christiansen (1993),It is reported that 0.101 Mt TREO were produced from 1974–1976.,105.681 exploitable,0.0108 exploitable,0.01,,,,,,,,,,1989,Jackson and Christiansen (1993),Not compliant,See Teasdale for more up-to-date information.,North America,0101000020E6100000F44A598638A254C090FD65F7E4314740
1182,1087.00000000,Émilie,,,,site(?),,Canada,Québec,49.4000000000,-76.5000000000,Very general estimated location.,carbonatite,narrow carbonatite dikes,,REE,,,,,Showing,,,,,,,,,carbonatite(?),Grevet carbonatite,,,GéoMéga Resources Inc.,,Kraws and Goldfarb (2012); Houle and others (2011),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000FCFFFFFFFF1F53C03833333333B34840
1183,1344.00000000,Encantada-Buena Vista area,,,,district or area,F producer,Mexico,Coahuila,28.5000000000,-102.500000000,,fluorite deposit,,,"F, Sr, REE",,,,,Showing,,,fluorite,,,,,,"limestone, shale",,,,,,U.S. Geological Survey (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000FCFFFFFFFF9F59C01000000000803C40
1184,1328.00000000,Ewarton,,,,district or area,,Jamaica,Saint Catherine,18.1843000000,-77.0555000000,,bauxite tailings,,,"Fe, Al, REE",,,,TREE>1800 ppm (exclusive of Y),Occurrence,,,,,,,,,,,,,Alcan,,U.S. Geological Survey (2012); Wagh and Pinnock (1987),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000603BDF4F8D4353C030A7E8482E2F3240
1185,1089.00000000,Falcon Point,Way Lake,"includes Bone Lake, EWA, Falcon Point North and South, Fraser Lakes, Hook Lake, JNR, Nob Hill, North, T-Bone, Walker Lake, Way Lake, West Way, Yurchison Lake",,district or area,project,Canada,Saskatchewan,57.1132000000,-104.851400000,,other igneous deposit; uranium deposit,"pegmatite, ""Rössing type"" uranium",,"U, Th, REE, Cu, Mo, Ni",,,,,Deposit,,monazite,"uraninite, uranothorite, thorianite, molybdenite, chalcopyrite, pyrite, ilmenite, zircon, sphalerite, magnetite","garnet, fluorite, quartz, feldspar, biotite, muscovite (illite), dickite, kaolinite, chlorite",Paleoproterozoic,,Archean; Late Paleoproterozoic,,"gneiss, granitoid; metasediment, granite",Paleoproterozoic Wollaston Group,,hydrothermal,Skyharbour Resources Ltd.,,Armitage (2015); Skyharbour Resources Ltd. (2015),,,,No production,,,,,,,,,,,,,,,,,,,,See Fraser Lakes Zone B,North America,0101000020E61000001CF46C567D365AC028F46C567D8E4C40
1186,1345.00000000,Fátima,,,,district or area,F deposit,Mexico,Coahuila,28.5500000000,-102.517000000,,fluorite deposit,,,"F, REE",,,,,Deposit(?),,,"fluorite, strontianite",calcite,Upper Oligocene(?),,,,limestone with associated rhyolite porphyry,,,,,,U.S. Geological Survey (2001),,,,Past producer(?),Small past producer of Sr and RE(?).,,,,,,,,,,,,,,,,,,,,North America,0101000020E610000008022B8716A159C0E0CCCCCCCC8C3C40
1187,1090.00000000,Felix,,,Blue River,site,,Canada,British Columbia,52.1627000000,-118.961200000,Estimated location.,carbonatite,,,REE,,,,,Showing,,,,,,,,,,,,,,,Kulla and Hardy (2015),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000903A014D84BD5DC09887855AD3144A40
